category_id,product_name,sku,qty,price,discount_percentage,brand ,size,status ,contact,color,bike ,car,van,weight(kg),height(cm),width(cm),length(cm),product_image
29,2450 x 27 x 0.9mm Bi-Metal Bandsaw Blade - 14 TPI Hardened Teeth Metal Plastic,5056581921079,0,45.49,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/2450-x-27-x-0-9mm-bi-metal-bandsaw-blade-14-tpi-hardened-teeth-metal-plastic~5056581921079_01c_MP?wid=284&hei=284
29,1638 x 13 x 0.63mm Bi-Metal Bandsaw Blade - 14 TPI Hardened Cutting Edges Metal,5056581921277,0,32.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/1638-x-13-x-0-63mm-bi-metal-bandsaw-blade-14-tpi-hardened-cutting-edges-metal~5056581921277_01c_MP?wid=284&hei=284
29,Faithfull - TCT Circular Saw Blade 180 x 16mm x 24T POS,5023969210537,0,21.92,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/faithfull-tct-circular-saw-blade-180-x-16mm-x-24t-pos~5023969210537_01c_MP?wid=284&hei=284
29,DEWALT - Bi-Metal Reciprocating Blade for Plastic & Pipes 152mm( Pack 5),5035048034637,0,24.2,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-bi-metal-reciprocating-blade-for-plastic-pipes-152mm-pack-5-~5035048034637_01c_MP?wid=284&hei=284
29,Faithfull - S1411D Sabre Saw Blade Wood 300mm 6 TPI (Pack of 5),5023969253909,0,16.06,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/faithfull-s1411d-sabre-saw-blade-wood-300mm-6-tpi-pack-of-5-~5023969253909_01c_MP?wid=284&hei=284
29,Silverline - Push Stick - 280mm,5024763030819,0,7,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/silverline-push-stick-280mm~5024763030819_01c_MP?wid=284&hei=284
29,DEWALT - HCS Wood Jigsaw Blades Pack of 5 T244D,5035048060858,0,12.66,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-hcs-wood-jigsaw-blades-pack-of-5-t244d~5035048060858_01c_MP?wid=284&hei=284
29,Milwaukee - Fast Cut Wood Jigsaw Blades T344D (Pack 5),4002395301508,0,24.31,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/milwaukee-fast-cut-wood-jigsaw-blades-t344d-pack-5-~4002395301508_01c_MP?wid=284&hei=284
29,DEWALT - XPC HCS Wood Jigsaw Blades Pack of 5 T119BO,5035048075081,0,16.21,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-xpc-hcs-wood-jigsaw-blades-pack-of-5-t119bo~5035048075081_01c_MP?wid=284&hei=284
29,Reciprocating Saw Blade 300mm Length 6tpi Pack of 10 by Ufixt,5059120408512,0,24.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/reciprocating-saw-blade-300mm-length-6tpi-pack-of-10-by-ufixt~5059120408512_01c_MP?wid=284&hei=284
